artist,song
Kendrick Lamar,Black Panther
The Chainsmokers,Side Effects
Sara Kays,Remember That Night?
LPB Poody,Batman
Matt Maltese,As the World Caves In
A$AP Ferg,Plain Jane REMIX
Billy Currington,Don't It
ROSALÃA,"Yo x Ti, Tu x Mi"
Drake,Plastic Bag
The 1975,The Sound
Idina Menzel,Baby It's Cold Outside (duet with Michael BublÃ©)
"Tyler, The Creator",DOGTOOTH
Twenty One Pilots,Shy Away
Young Thug,Hercules
Miley Cyrus,Heart Of Glass (Live from the iHeart Music Festival)
Kanye West,Lift Yourself
J. Cole,h u n g e r . o n . h i l l s i d e
Justin Bieber,Been You
Popp Hunna,Adderall (Corvette Corvette)
KIDS SEE GHOSTS,4th Dimension
"Tyler, The Creator",LEMONHEAD
Luke Bryan,Home Alone Tonight
Peso Pluma,Por las Noches
Taylor Swift,Death By A Thousand Cuts
Enrique Iglesias,Bailando
XXXTENTACION,bad vibes forever
Kanye West,Remote Control
Calvin Harris,Over Now
The Weeknd,Too Late
NATTI NATASHA,Criminal
6ix9ine,TROLLZ
Drake,Since Way Back
Metro Boomin,Around Me
Kodak Black,"If I'm Lyin, I'm Flyin"
Drake,March 14
J. Cole,She's Mine Pt. 2
NLE Choppa,Shotta Flow
Kanye West,Black Skinhead
Trippie Redd,The Grinch
Calvin Harris,Heatstroke
The Weeknd,How Do I Make You Love Me?
Diplo,Welcome to the Party
The Weeknd,A Lonely Night
Rick Ross,Gold Roses
Bruno Mars,Versace on the Floor
Steve Aoki,Waste It On Me
Kanye West,Pure Souls
Juice WRLD,Rockstar In His Prime
Maluma,HP
Brett Eldredge,Drunk On Your Love
Shawn Mendes,Nervous
Drake,Final Fantasy
Taylor Swift,Style
Luke Bryan,"Huntin', Fishin' And Lovin' Every Day"
Nat King Cole,The Christmas Song (Merry Christmas To You)
Bea Miller,feel something
Shawn Mendes,Youth
Alok,Hear Me Now
Panic! At The Disco,House of Memories
TiÃ«sto,Don't Be Shy
Juice WRLD,Girl Of My Dreams
Nelly Furtado,Promiscuous
Drake,Used To
The Chainsmokers,Everybody Hates Me
Nicki Minaj,MEGATRON
Tion Wayne,Body (Remix)
Tyga,Ayy Macarena
Kanye West,Gold Digger
Trippie Redd,Mac 10
Tones And I,Never Seen the Rain
Vince Staples,Opps
Shakira,Can't Remember to Forget You
The Weeknd,Ordinary Life
"Tyler, The Creator",911 / Mr. Lonely
Drake,6 Man
Hunter Hayes,21
Juice WRLD,Feline
The Weeknd,Nothing Without You
Nico & Vinz,That's How You Know
Shawn Mendes,It'll Be Okay
Lil Uzi Vert,POP
Luke Combs,Does To Me
Lil Wayne,Dark Side Of The Moon
Eminem,Those Kinda Nights
ScHoolboy Q,Man Of The Year
Billie Eilish,goodbye
Miley Cyrus,River
Rihanna,American Oxygen
Eminem,You Gonâ Learn
Justin Bieber,What Do You Mean?
Ed Sheeran,The A Team
A Boogie Wit da Hoodie,King Of My City
Dua Lipa,"Swan Song (From the Motion Picture ""Alita: Battle Angel"")"
Joyner Lucas,I Love
Twenty One Pilots,My Blood
RealestK,WFM
Bad Bunny,Agosto
Russ,HANDSOMER (Remix) (Feat. Ktlyn)
Old Dominion,Break Up with Him
CKay,love nwantiti
The Weeknd,Snowchild
Swae Lee,Won't Be Late
4*TOWN (From Disney and Pixarâs Turning Red),Nobody Like U
Cardi B,Thru Your Phone
Tori Kelly,Nobody Love
The Weeknd,Faith
Morgan Wallen,Days That End In Why
Taylor Swift,dorothea
Kelly Clarkson,Heartbeat Song
Pitbull,Wild Wild Love
beabadoobee,Glue Song
The Weeknd,Escape From LA
The Chainsmokers,You Owe Me
Sia,Alive
Drake,Views
Future,Trap Niggas
Jeremih,Pass Dat
Mac Miller,Ladders
Lainey Wilson,Heart Like A Truck
Rihanna,We Found Love
BRS Kash,Throat Baby (Go Baby)
Gunna,One Call
Paul Rosenberg,Paul
Trippie Redd,KNIGHT CRAWLER
Ariana Grande,shut up
Various Artists,Happy
Post Malone,Wrapped Around Your Finger
Lil Tjay,Beat the Odds
Wiz Khalifa,Ass Drop
Anita Kerr Singers,Jingle Bell Rock
Morgan Wallen,This Bar
Ed Sheeran,Hearts Don't Break Around Here
The Weeknd,Less Than Zero
Migos,Modern Day
Kanye West,No Child Left Behind
Rae Sremmurd,No Flex Zone
Mac Miller,Circles
Harry Styles,Sweet Creature
FousheÃ©,Deep End
The Weeknd,Often
"Tyler, The Creator",A BOY IS A GUN
Tee Grizzley,Jettski Grizzley
Of Monsters and Men,Little Talks
J. Cole,Intro
Ariana Grande,nasty
Montell Fish,Hotel
Cardi B,Get Up 10
Pop Smoke,Bout A Million
Eminem,Good Guy
NF,When I Grow Up
Mason Ramsey,Famous
Danny Ocean,Me RehÃºso
JID,Surround Sound
Kane Brown,Memory
Hozier,Someone New
Kristen Bell,Do You Want to Build a Snowman?
Big Sean,Sacrifices
Taylor Swift,State Of Grace (Taylor's Version)
XXXTENTACION,Guardian angel
Yng Lvcas,La Bebe
Kendrick Lamar,The Heart Part 5
Rihanna,Umbrella
Katy Perry,Daisies
David Guetta,Bad
The Ronettes,Frosty the Snowman
Rascal Flatts,I Like The Sound Of That
Martin Garrix,Animals
Normani,Wild Side
Queen,Under Pressure
21 Savage,My Choppa Hate Niggas
Why Don't We,8 Letters
Bing Crosby,Silver Bells
JhenÃ© Aiko,P*$$Y Fairy (OTW)
BeyoncÃ©,ENERGY
Melanie Martinez,DEATH
BTS,Life Goes On
Morgan Wallen,Neon Star (Country Boy Lullaby)
Big Sean,Halfway Off The Balcony
Lil Uzi Vert,You Better Move
Ed Sheeran,Nancy Mulligan
Lauv,Getting Over You
benny blanco,Bad Decisions
Kid Cudi,The Adventures of Moon Man & Slim Shady
Vince Guaraldi Trio,Linus And Lucy
Drake,Preach
Nicki Minaj,Barbie Tingz
Wes Walker,Jordan Belfort
Logic,Indica Badu
Bad Bunny,Pero Ya No
Josh Turner,Hometown Girl
Sia,Cheap Thrills
Lady Gaga,Perfect Illusion
Drake,Texts Go Green
Hozier,From Eden
Drake,Get Along Better
Ghost Town DJs,My Boo
Takeoff,Casper
"Tyler, The Creator",HOT WIND BLOWS
The Chainsmokers,#SELFIE
The Weeknd,Here We Goâ¦ Again
Luke Combs,Growin' Up and Gettin' Old
Taylor Swift,I Knew You Were Trouble (Taylor's Version)
A$AP Rocky,Bad Company
James Bay,Hold Back The River
MEDUZA,Lose Control
Kanye West,God Is
Fifth Harmony,BO$$
Skylar Grey,Last One Standing
Chris Young,Losing Sleep
Post Malone,Im Gonna Be
Florida Georgia Line,"God, Your Mama, And Me"
Juice WRLD,Flaws And Sins
Eminem,Lose Yourself
Canaan Smith,Love You Like That
Pop Smoke,Aim For The Moon
Dua Lipa,Love Again
Taylor Swift,cowboy like me
Taylor Swift,Afterglow
Fuerza Regida,Ch y la Pizza
State of Sound,Wake Up Where You Are
Fall Out Boy,The Last Of The Real Ones
Justin Bieber,Get Used To It
Lorde,Homemade Dynamite
Kid Cudi,She Knows This
Queen,Somebody To Love
Ed Sheeran,Remember The Name
Zara Larsson,TG4M
Tim McGraw,Shotgun Rider
Ty Dolla $ign,Clout
JACKBOYS,WHAT TO DO?
Sabrina Carpenter,Skin
Zac Brown Band,Loving You Easy
21 Savage,Rich Nigga Shit
Mac Miller,Love Lost
Kiesza,Hideaway
Jorja Smith,I Am
Trey Songz,Nobody Else But You
BeyoncÃ©,I'M THAT GIRL
BeyoncÃ©,CHURCH GIRL
Bo Burnham,Look Whoâs Inside Again
Justin Bieber,Children
The Weeknd,Shameless
The Chainsmokers,Do You Mean
Kanye West,God Breathed
Jake Owen,American Country Love Song
Jax Jones,You Don't Know Me
Mike WiLL Made-It,Gucci On My
Riton,Friday
Hugh Jackman,Come Alive
Machine Gun Kelly,emo girl
Sia,Audio
The Weeknd,Love To Lay
Kanye West,Water
Paul McCartney,Wonderful Christmastime
Huncho Jack,Modern Slavery
JACKBOYS,GANG GANG
Lil Baby,Ready
Meek Mill,On Me
Mabel,Mad Love
Eric Church,Like A Wrecking Ball
Marshmello,Light It Up
Trinidad Cardona,Dinero
Adele,Love In The Dark
Pharrell Williams,Just A Cloud Away
KIDS SEE GHOSTS,Feel The Love
Kanye West,Real Friends
Khalid,Don't Pretend
Hozier,Work Song
Twenty One Pilots,Jumpsuit
Kanye West,Every Hour
Ed Sheeran,Afterglow
Liam Payne,Bedroom Floor
Labrinth,All For Us
OneRepublic,Love Runs Out
Big Sean,Pull Up N Wreck (With Metro Boomin)
Morgan Wallen,Neon Eyes
XXXTENTACION,"ALONE, PART 3"
Lil Wayne,Dope Niggaz
Maluma,CorazÃ³n
Metro Boomin,Metro Spider
Young Nudy,EA
Kelsea Ballerini,Peter Pan
City Girls,Twerkulator
Ariana Grande,six thirty
Kanye West,Junya
Kelly Clarkson,"Santa, Canât You Hear Me"
Eminem,Nice Guy
Ozuna,La Modelo
Maroon 5,Wait
Trippie Redd,Under Enemy Arms
Young Thug,Livin It Up
Taylor Swift,marjorie
Lil Peep,Save That Shit
Nicki Minaj,Black Barbies
N.E.R.D,Lemon
Chloe x Halle,Do It
Morgan Wallen,More Surprised Than Me
Justin Bieber,Unstable
21 Savage,1.5
OMI,Hula Hoop
Mora,Volando
BTS,Make It Right
Noah Cyrus,Again
Lauv,Enemies
Luke Combs,Fast Car
A Boogie Wit da Hoodie,Mood Swings
Kendrick Lamar,Mr. Morale
PnB Rock,I Like Girls
Taylor Swift,Lover (Remix)
Logic,Wassup
Kanye West,Stronger
Logic,Confessions of a Dangerous Mind
Florida Georgia Line,Anything Goes
Logic,Perfect
Imagine Dragons,On Top Of The World
Disclosure,Magnets
Kanye West,24
XXXTENTACION,I donât let go
Alan Walker,On My Way
Sech,RelaciÃ³n
Kacey Musgraves,justified
Selena Gomez,Boyfriend
A Boogie Wit da Hoodie,Reply
Joji,YEAH RIGHT
Yung Lean,Ginseng Strip 2002
Drake,A Keeper
Florida Georgia Line,Sippinâ On Fire
The Kid LAROI,WITHOUT YOU
Blueface,Thotiana
N.E.R.D,Lemon
SZA,Too Late
Jessie J,Flashlight
5 Seconds of Summer,Want You Back
Tori Kelly,Shouldâve Been Us
Jess Glynne,Hold My Hand
Ariana Grande,my hair
Gorillaz,Tormenta
NF,The Search
Camila Cabello,Shameless
Justin Bieber,We Are
SZA,Far
Shakira,MonotonÃ­a
Ariana Grande,R.E.M
Kanye West,Wolves
BeyoncÃ©,COZY
Edison Lighthouse,Love Grows (Where My Rosemary Goes)
Taylor Swift,22 (Taylor's Version)
Justin Bieber,Off My Face
PnB Rock,MIDDLE CHILD
Kelsea Ballerini,I Quit Drinking
Bing Crosby,It's Beginning To Look A Lot Like Christmas
Logic,Yuck
Huncho Jack,Black & Chinese
Lil Yachty,One Night (Extended)
Kenny Chesney,American Kids
One Direction,End of the Day
Panic! At The Disco,Emperor's New Clothes
Conan Gray,Memories
Lil Wayne,Open Letter
Lauv,Chasing Fire
Adele,Strangers By Nature
Shawn Mendes,Like To Be You feat. Julia Michaels
J. Cole,c l o s e
Metro Boomin,Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa]
Nipsey Hussle,Grinding All My Life
Lee Brice,Drinking Class
Michael BublÃ©,White Christmas (duet with Shania Twain)
21 Savage,Many Men
Vance Joy,Mess Is Mine
Taylor Swift,Treacherous (Taylor's Version)
ScHoolboy Q,Studio
TV Girl,Blue Hair
Bad Bunny,NI BIEN NI MAL
Morgan Wallen,Tennessee Numbers
Mac Miller,I Can See
Eminem,Unaccommodating
Drake,I Guess Itâs Fuck Me
KAROL G,"Ay, DiOs MÃ­o!"
Eminem,Darkness
Matoma,Old Thing Back
BTS,ON
Linkin Park,Heavy
Katy Perry,Bon AppÃ©tit
Metro Boomin,Overdue
Drake,F*****g Fans
Luke Combs,"Going, Going, Gone"
The Weeknd,Losers
Machine Gun Kelly,maybe
5 Seconds of Summer,Lie To Me
Yung Gravy,oops!
Miley Cyrus,Adore You
Yeat,FlawlÃ«ss
Moneybagg Yo,Said Sum
Taylor Swift,Better Man (Taylor's Version) (From The Vault)
Marshmello,Spotlight
Ariana Grande,obvious
benny blanco,I Found You
Adele,Cry Your Heart Out
Carlos Vives,"Colombia, Mi Encanto"
Adele,Set Fire to the Rain
Don Toliver,What You Need
Juice WRLD,Real Shit
Moneybagg Yo,U Played
Bad Bunny,Bichiyal
Logic,Wizard Of Oz
ROSALÃA,BESO
Mac Miller,Hand Me Downs
Kevin Gates,I Don't Get Tired (#IDGT)
Frank Sinatra,The First Noel
Eladio Carrion,Coco Chanel
Macklemore & Ryan Lewis,White Walls
Machine Gun Kelly,Bad Things
Bo Burnham,Shit
Selena Gomez,Me & The Rhythm
Taylor Swift,closure
Madison Beer,Hurts Like Hell
Sigala,Easy Love
Pop Smoke,AP
Drake,Star67
Lil Uzi Vert,Chrome Heart Tags
Roar,Christmas Kids
Morgan Wallen,Hope Thatâs True
Joji,Your Man
Luke Combs,Without You
Kendrick Lamar,Crown
Kanye West,Hands On
Zach Bryan,"Burn, Burn, Burn"
Luke Bryan,That's My Kind Of Night
Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault)
Cardi B,Money Bag
Tyga,Dip
"Tyler, The Creator",IGOR'S THEME
Taylor Swift,Run
Machine Gun Kelly,DAYWALKER!
The Pogues,Fairytale of New York
KYLE,Hey Julie!
Nico & Vinz,In Your Arms
Kanye West,Only One
Pop Smoke,Dior
Drake,Calling My Name
Ed Sheeran,Eraser
Juice WRLD,Sometimes
Drake,Demons
Lil Baby,Not Finished
Mac DeMarco,My Kind Of Woman
James Newton Howard,The Hanging Tree
Mac Miller,Complicated
Wiz Khalifa,King of Everything
Drake,Now & Forever
Adele,To Be Loved
Blake Shelton,Came Here to Forget
J. Cole,Fire Squad
Gunna,RELENTLESS
Bebe Rexha,The Way I Are (Dance with Somebody)
j-hope,on the street
Playboi Carti,Fell In Luv
XXXTENTACION,before I close my eyes
Ariana Grande,Let Me Love You
Taylor Swift,The Very First Night (Taylor's Version) (From The Vault)
Ariana Grande,pete davidson
Drake,Currents
Selena Gomez,Feel Me
Lil Uzi Vert,UnFazed
Kanye West,Wash Us In The Blood
Metro Boomin,I Can't Save You (Interlude) [with Future & feat. Don Toliver]
Kid Ink,Body Language
Lunay,Soltera (Remix)
BeyoncÃ©,XO
Lil Uzi Vert,Bust Me
Ariana Grande,goodnight n go
Kodak Black,Take One
Trippie Redd,Love Scars 3
DJ Khaled,Shining
RAYE,Escapism.
Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version)
Tee Grizzley,2 Vaults
Chino Pacas,Dijeron Que No La Iba Lograr
Kid Cudi,Another Day
Rihanna,Consideration
Jason Derulo,Cheyenne
Lil Uzi Vert,That Way
Julia Michaels,Uh Huh
Kygo,Like It Is
Desiigner,Outlet
Tory Lanez,Jerry Sprunger
Kay Starr,The Man with the Bag
Cardi B,She Bad
Drake,The Language
Travis Scott,MAFIA
Lil Nas X,Old Town Road
Polo G,GNF (OKOKOK)
21 Savage,3AM on Glenwood
Bing Crosby,I'll Be Home For Christmas
Mother Mother,Burning Pile
Luke Combs,Six Feet Apart
Mac Miller,Hurt Feelings
lovelytheband,broken
Katy Perry,Rise
Nicki Minaj,Yikes
Zedd,Beautiful Now
Drake,The Remorse
Clinton Kane,CHICKEN TENDIES
6ix9ine,RONDO
Metro Boomin,Dreamcatcher
Lauv,Easy Love
Disturbed,The Sound Of Silence
Tyga,Girls Have Fun
BLACKPINK,Bet You Wanna
Drake,Madonna
Camila Cabello,Consequences
Lana Del Rey,Love
Young Stoner Life,Diamonds Dancing
Lana Del Rey,A&W
Kanye West,Feedback
DJ Khaled,I DID IT
Megan Thee Stallion,Donât Stop
Morgan Wallen,Keith Whitley
Quality Control,Big Rocks (Offset feat. Young Thug)
T.I.,No Mediocre
Taylor Swift,False God
J Balvin,In Da Getto
Madison Beer,Home With You
Lil Wayne,Problems
Demi Lovato,Sober
KIDS SEE GHOSTS,Fire
Tyga,VACATION
HARDY,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)"
Ed Sheeran,Best Part of Me
Metro Boomin,Feel The Fiyaaaah
"Tyler, The Creator",CORSO
Niall Horan,No Judgement
Kenshi Yonezu,KICK BACK
Brett Eldredge,Lose My Mind
Mac Miller,Come Back to Earth
Lil Nas X,C7osure (You Like)
Future,WIFI LIT
2 Chainz,Whip
Katy Perry,Small Talk
BLACKPINK,Lovesick Girls
Don Toliver,Cardigan
Starley,Call On Me
Morgan Wallen,In The Bible
Lil Yachty,Get Dripped
A$AP Rocky,Electric Body
Future,D4L
KIDS SEE GHOSTS,Freeee (Ghost Town Pt. 2)
Khalid,Self
Taylor Swift,I Almost Do (Taylor's Version)
"Tyler, The Creator",WHAT'S GOOD
The Weeknd,Best Friends
Tech N9ne,Hood Go Crazy
Don Toliver,Flocky Flocky
Lil Nas X,DOLLA SIGN SLIME
Jason Derulo,Goodbye
Kendrick Lamar,Mirror
Jon Pardi,Last Night Lonely
Megan Thee Stallion,B.I.T.C.H.
Lil Tjay,Brothers
Conrad Sewell,Hold Me Up
Pop Smoke,Gangstas
Future,Jumpin on a Jet
Mac Miller,Woods
Carrie Underwood,Something in the Water
Joji,Daylight
Kanye West,Keep My Spirit Alive
Mariah Carey,#Beautiful
blink-182,Bored To Death
Ed Sheeran,Bibia Be Ye Ye
SALES,Pope Is a Rockstar
Adele,All Night Parking
Eminem,Em Calls Paul
Daya,Words
Dr. Dre,The Next Episode
JAY-Z,F*ckwithmeyouknowigotit
J. Cole,Snow On Tha Bluff
Fetty Wap,Jugg
Logic,The Return
XXXTENTACION,what are you so afraid of
Gunna,WUNNA
Machine Gun Kelly,ay!
Nat King Cole,"Caroling, Caroling"
Lil Skies,Bad Girls
"Tyler, The Creator",PUPPET
Drake,Time Flies
XXXTENTACION,Train food
Lil Baby,Live Off My Closet
Trey Songz,Na Na
Lil Wayne,Hittas
Bing Crosby,Mele Kalikimaka (Merry Christmas)
Russ,Me You
M City JR,Addicted to My Ex
Shakira,Te Felicito
Kanye West,Jesus Lord
Tory Lanez,Temperature Rising
YG,Scared Money
Pusha T,If You Know You Know
Kendrick Lamar,Rich
Lil Uzi Vert,Secure The Bag
Katy Perry,Unconditionally
Frank Ocean,DHL
J. Cole,Lion King On Ice
Cash Cash,All My Love
Baby Keem,durag activity
Skrillex,Donât Go
Martin Garrix,Don't Look Down
Ed Sheeran,Save Myself
Zach Bryan,From Austin
Kygo,Here for You
Kanye West,Jail pt 2
Frank Ocean,In My Room
Mike WiLL Made-It,Nothing Is Promised
JAY-Z,Tom Ford
Post Malone,Wasting Angels
JACKBOYS,GATTI
Taylor Swift,The Last Time
BlocBoy JB,Rover 2.0
Morgan Wallen,I Deserve A Drink
Post Malone,Lemon Tree
Michael BublÃ©,All I Want for Christmas Is You
Maroon 5,Help Me Out
Troye Sivan,WILD
Adele,Woman Like Me
21 Savage,asmr
Taylor Swift,Stay Stay Stay (Taylor's Version)
Machine Gun Kelly,make up sex
Drake,Flight's Booked
KIDS SEE GHOSTS,Cudi Montage
James Arthur,Can I Be Him
Tayler Buono,Technically Single
Lil Baby,Detox
Ariana Grande,the light is coming
Juice WRLD,Anxiety
Taylor Swift,Soon Youâll Get Better
Kanye West,New Again
Dreamville,Sunset
A Boogie Wit da Hoodie,Me and My Guitar
"Tyler, The Creator","GONE, GONE / THANK YOU"
Harry Styles,She
Morgan Wallen,Me + All Your Reasons
Taylor Swift,Everything Has Changed
Drake,Jungle
Ab-Soul,Bloody Waters
Lana Del Rey,Doin' Time
Taylor Swift,Babe (Taylor's Version) (From The Vault)
Big Sean,Bezerk
Lil Wayne,Open Safe
Drake,Desires
Fat Joe,All The Way Up (Remix)
Chris Young,I'm Comin' Over
Mac Miller,Everybody
Quavo,LOSE IT
Kanye West,Donda
Lil Pump,Drug Addicts
Adele,Hold On
Big Sean,Living Single
Lil Tjay,Hold On
Future,I'M DAT N****
John Legend,All of Me (TiÃ«sto's Birthday Treatment Remix)
Shawn Mendes,Summer of Love (Shawn Mendes & Tainy)
Bailey Zimmerman,Where It Ends
Madison Beer,Reckless
The Weeknd,I Heard Youâre Married
Bakar,Hell N Back
John Newman,Love Me Again
KAROL G,MIENTRAS ME CURO DEL CORA
Kanye West,Jesus Is Lord
21 Savage,Slidin
CORPSE,HOT DEMON B!TCHES NEAR U ! ! !
Trippie Redd,Rich MF
Justin Bieber,Get Me
Logic,BoomTrap Protocol
Pharrell Williams,Sangria Wine
Peter Manos,In My Head
Conan Gray,People Watching
Regard,You
Travis Scott,COFFEE BEAN
Bebe Rexha,I'm Gonna Show You Crazy
Gryffin,Whole Heart
Future,Feed Me Dope
Chris Janson,Buy Me a Boat
Morgan Wallen,Single Than She Was
Morgan Wallen,F150-50
Desiigner,Tiimmy Turner
Miley Cyrus,Angels Like You
Lil Baby,Low Down
Logic,Warm It Up
Carly Rae Jepsen,Run Away With Me
Bring Me The Horizon,Can You Feel My Heart
Ty Dolla $ign,Wavy
Harry Styles,To Be So Lonely
BTS,Yet To Come
Lil Yachty,Yacht Club
R3HAB,All Around The World (La La La)
J. Cole,everybody dies
KIDS SEE GHOSTS,Kids See Ghosts
Lil Wayne,Let It All Work Out
Harry Styles,"Sunflower, Vol. 6"
Taylor Swift,Holy Ground (Taylor's Version)
Suki Waterhouse,Good Looking
Lil Wayne,Took His Time
Post Malone,Insane
Missy Elliott,WTF (Where They From)
Huncho Jack,Eye 2 Eye
NLE Choppa,Final Warning
Frank Ocean,Ivy
Khalid,Vertigo
HARDY,red
Taylor Swift,Forever Winter (Taylor's Version) (From The Vault)
BeyoncÃ©,SUMMER RENAISSANCE
Benson Boone,In The Stars
Bo Burnham,Goodbye
ROSALÃA,LA FAMA
Justin Bieber,Trust
"Tyler, The Creator",SIR BAUDELAIRE
Chris Brown,Loyal
Rihanna,Disturbia
Twenty One Pilots,Cancer
Post Malone,Reputation
Post Malone,I Cannot Be (A Sadder Song)
Jack Harlow,Face Of My City
Migos,Give No Fxk
NF,CLOUDS
Thomas Rhett,Beer Canât Fix
Tony Bennett,Winter Wonderland
DJ Drama,Wishing
Lana Del Rey,Lust for Life
Becky G,Mayores
YNW Melly,Mind of Melvin
Marshmello,OK Not To Be OK
Morgan Wallen,Whiskeyâd My Way
Chance the Rapper,Smoke Break
Taylor Swift,This Love (Taylorâs Version)
Machine Gun Kelly,love race
Morgan Wallen,Your Bartender
Mike WiLL Made-It,Aries (YuGo)
Kendrick Lamar,untitled 07 | 2014
Katy Perry,Birthday
Ed Sheeran,Overpass Graffiti
"Tyler, The Creator",MASSA
Future,Thought It Was a Drought
Justin Timberlake,Suit & Tie
Alessia Cara,Out Of Love
"Tyler, The Creator",OKRA
Eminem,Leaving Heaven
Yo Gotti,Law
Tory Lanez,The Take
Calvin Harris,Stay With Me
Linkin Park,Lost
"Tyler, The Creator",RUNITUP
Bankrol Hayden,Costa Rica
Justin Bieber,Home To Mama
Diplo,Wish
Lauv,Modern Loneliness
BANNERS,Start A Riot
Taylor Swift,Begin Again (Taylor's Version)
Lil Nas X,DEAD RIGHT NOW
Kanye West,Come to Life
Eli Young Band,Love Ain't
Mac Miller,Cinderella
Future,KEEP IT BURNIN
ScHoolboy Q,THat Part
Bad Bunny,SoliÃ¡
XXXTENTACION,Orlando
Demi Lovato,Really Don't Care
The Script,Superheroes
Ariana Grande,west side
Eminem,In Too Deep
Monsieur PerinÃ©,Nuestra CanciÃ³n
Hugh Jackman,From Now On
Taylor Swift,Daylight
The Weeknd,Starry Eyes
Thomas Gold,Magic
Lana Del Rey,Summertime Sadness
Loote,High Without Your Love
Justin Bieber,Honest
Zacari,Redemption
Ashnikko,STUPID
Billie Eilish,Oxytocin
Drake,Summers Over Interlude
Ed Sheeran,Eyes Closed
Ariana Grande,love language
Trippie Redd,Sleepy Hollow
Morgan Wallen,Wine Into Water
DJ Khaled,Celebrate
Drake,30 for 30 Freestyle
Rihanna,"Yeah, I Said It"
Fitz and The Tantrums,Out of My League
Idina Menzel,Show Yourself
Mac Miller,Surf
The Weeknd,Angel
Drake,OmertÃ 
Metro Boomin,No More
Disney Characters,This Is Halloween
Dillon Francis,Coming Over
Carly Pearce,I Hope Youâre Happy Now
Kanye West,Lord I Need You
Kendrick Lamar,Auntie Diaries
JhenÃ© Aiko,Triggered (freestyle)
Lil Yachty,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)"
Alexander 23,IDK You Yet
Adele,Love Is A Game
Billie Eilish,Getting Older
Fetty Wap,679
Delacey,Cruel Intentions
Drake,Landed
Billie Eilish,Billie Bossa Nova
J Balvin,Ginza
DJ Luian,Verte Ir
J Balvin,No Es Justo
Billie Eilish,Lo Vas A Olvidar
$uicideboy$,Matte Black
Lil Uzi Vert,For Real
Shakira,Clandestino
The Weeknd,Repeat After Me (Interlude)
Juice WRLD,You Wouldn't Understand
50 Cent,In Da Club
Justin Bieber,2 Much
Katy Perry,Harleys In Hawaii
Rosa Walton,I Really Want to Stay at Your House
Young Thug,Millions
Drake,Company
Meek Mill,Froze
A Boogie Wit da Hoodie,Beast Mode
Cam,Burning House
Gayla Peevey,I Want a Hippopotamus for Christmas (Hippo the Hero)
One Direction,Love You Goodbye
Michael BublÃ©,I'll Be Home for Christmas
Justin Bieber,All In It
NF,LOST
Khalid,Bad Luck
XXXTENTACION,Dead Inside (Interlude)
Lil Durk,Mad Max
Bazzi,No Way!
BeyoncÃ©,VIRGO'S GROOVE
Bad Bunny,YO VISTO ASÃ
Huncho Jack,Motorcycle Patches
Post Malone,Congratulations
Logic,State Of Emergency
Coolio,Gangsta's Paradise
A$AP Rocky,Cocky
Meek Mill,Blue Notes 2
Coldplay,Viva La Vida
Taylor Swift,Itâs Nice To Have A Friend
Ariana Grande,test drive
Miley Cyrus,Plastic Hearts
Eminem,No Regrets
Saweetie,Tap In
The xx,On Hold
Bing Crosby,God Rest Ye Merry Gentlemen
Trippie Redd,Weeeeee
